input_text	target_text
Me gusta tomarme el tiempo de escuela y trabajo y vacaciones en el verano	Me gusta tomarme un descanso de la universidad y del trabajo e ir de vacaciones en el verano
De vacaciones, me gusta comer, bailar, tomar el sol y correr	En las vacaciones, me gusta comer, bailar, tomar el sol y correr
Me gusta pasar tiempo con mi familia y amigos	Me gusta pasar tiempo con mi familia y amigos
Las montañas son muy buenas	Las montañas son muy buenas
También me gusta la playa	También me gusta la playa
Tengo cinco semanas en el verano para viajar	Tengo cinco semanas en el verano para viajar
Sólo sé presente así que no puedo escribir más.	Sólo sé el presente así que no puedo escribir más.
En un vacaciones perfecto, yo quiero voyager ciudades con mis amigos y mi familia! Yo quiero nager y comer comidas mucho! Me gusta ir Italia, Rome, Chino, Japan, y Hawaii	Para mis vacaciones perfectas, ¡yo quiero viajar a muchas ciudades con mis amigos y mi familia! ¡Yo quiero nadar y comer comida mucho! Me gusta ir a Italia, Roma, China, Japón, y Hawái
En Estado Unidos, yo quiero ir New York! Yo quiero ir centre commercial, el theatre, las restaurants differientes, y tourista areas	En Estado Unidos, ¡yo quiero ir a New York! Yo quiero ir al centro comercial, el teatro, los restaurantes diferentes, y las áreas turísticas
I quiero ir vacaciones por uno mes con mis amigos	Quiero ir de vacaciones por un mes con mis amigos
No quiero trabajar hacer la tarea por clase	No quiero trabajar ni hacer la tarea para la clase
I quiero relajarme y tiene una divertidos mes	Quiero relajarme y tener un mes divertido
Si voy a italia, me gusta ver la colosseum, la florence cathedral, y la David statua	Si voy a Italia, me gusta ver el coliseo, la catedral de Firenze, y la estatua de David
Yo quiero comer una pizza y mucha pasta, ir mueseos de arte y photographiá, ir de tour de la ciudad! Si voy a Japan, yo quiero ver la Hiroshima Peace Memorial Park, Fukuoka's Castle y Ancient Festivales, y la Island Shrine de Itsukushima! Yo quiero comer Japanes comidas con mis amigos y aprender la cultura	¡Yo quiero comer una pizza y mucha pasta, ir a museos de arte y fotografía, y hacer una gira de la ciudad! Si voy a Japón, yo quiero ver la Hiroshima Peace Memorial Park, Fukuoka's Castle y Ancient Festivales, y la Island Shrine de Itsukushima! Yo quiero comer comida japonesa con mis amigos y aprender sobre la cultura
Si voy a Hawaii, yo quiero ir Waikiki porque es grande and hermoso! Yo quiero ir Hawaii en en el verano con mis amigos	Si voy a Hawái, ¡yo quiero ir a Waikiki porque es grande y hermoso! Yo quiero ir a Hawái en el verano con mis amigos
My hermana fue Hawaii hace dos anos! Ella dijo que era divertido y relajante! Yo quiero nager, tomar el sol, y ir a la playa	¡Mi hermana fue a Hawái hace dos anos! ¡Ella dijo que era divertido y relajante! Yo quiero nadar, tomar el sol, e ir a la playa
Si voy a New York, yo quiero visitar tiempo square de nuevo! Yo fue cuando estaba catorce! Si voy, yo quiero ser la estatua de la libertad con mi famila	Si voy a New York, ¡yo quiero visitar Times Square de nuevo! ¡Yo fui cuando tenía catorce años! Si voy, yo quiero ver la estatua de la libertad con mi familia
Mi hermana enamore New York! Yo quiero ir New York en dicembre por navidad y nueveo anos! Tambien, yo quiero ir en octobre por autumn! Me gusta centrol park en la autumn!	¡Mi hermana está enamorada de New York! ¡Yo quiero ir a New York en diciembre durante las navidades y el año nuevo! También, ¡yo quiero ir en octubre durante el otoño! ¡Me gusta el parque central en el otoño!
Mi lugar favorito es *CITY* en *STATE* Mexico	Mi lugar favorito es *CITY* en *STATE* Mexico
Entonces, mi vacacion perfecta seria ir a *CITY*	Entonces, mis vacaciones perfectas serían un viaje a *CITY*
En *CITY*, son muchas cosas que hacer	En *CITY*, hay muchas cosas que hacer
En mi vacacion, haceria muchas cosas son divertidas	En mis vacaciones, haría muchas cosas divertidas
Primero, planaria mi vacacion por un mes y traeria mi madre, mi padre, y mis amigos	Primero, planificaría mis vacaciones por un mes y llevaría a mi madre, mi padre, y mis amigos
Me gusta mucho ir a la playa porque me gusta nadar y jugar volebol, entonces iria al mar	Me gusta mucho ir a la playa porque me gusta nadar y jugar voleibol, entonces iría al mar
En el primer dia tambien, descansaria mucho detras de los palmas y nadaria lenta en la piscina	El primer día también me descansaría mucho detrás de las palmas y nadaría lentamente en la piscina
Estoy cansada despues de viajar! Durante ese semana, montaria los cabellos por la playa y el mar tambien, y veria una pelicula en espanol en el cine de *CITY*	¡Estoy cansada después de viajar! Durante esa semana, montaría a caballo por la playa y el mar también, y vería una película en español en el cine de *CITY*
La proxima semana, yo visitaria mi abuelo, mis tias, y mis primos en sus casas en *CITY*	La próxima semana, yo visitaría a mi abuelo, mis tías, y mis primos en sus casas en *CITY*
No me gusta mucha mis tias, pero son familia y no veo en mucho tiempo	No me gustan mucho mis tías, pero son familia y no las he visto en mucho tiempo
Tambien ese semana, caminaria en las montanas de *CITY* con mis padres y mis amigos	También esa semana, caminaría por las montañas de *CITY* con mis padres y mis amigos
Las montanas son muy bonitas y tiene muchos arboles, flores, y animales exoticos	Las montañas son muy bonitas y tienen muchos árboles, flores, y animales exóticos
Veo un tigre un vez! En el tercer semana, mis padres, mis amigos, y yo iriamos al mercado de *CITY* y comprariamos muchas cosas	¡Vi un tigre una vez! La tercera semana, mis padres, mis amigos, y yo iríamos al mercado de *CITY* y compraríamos muchas cosas
El mercado tiene muchas cosas que incluye comida, objectos de casa, y arte	El mercado tiene muchas cosas como comida, objetos de casa, y arte
Mi amigos compraria arte porque les gusta, yo compraria comido porque me gusta, y mis padres compraria objectos de casa porque les gustan	Mis amigos comprarían arte porque les gusta, yo compraría comida porque me gusta, y mis padres comprarían objetos de casa porque les gustan
En la semana termino, nosotros visitariamos familia un mas tiempo y iriamos al aeropuerto.	La última semana, nosotros visitaríamos a la familia otra vez e iríamos al aeropuerto.
Quiero ir a España	Quiero ir a España
En España, me gustaría ir a ver bellas obras de arte y paisajes	En España, me gustaría ir a ver bellas obras de arte y paisajes
Me gustaría tomar muchas fotos con mi nueva cámara cara	Me gustaría tomar muchas fotos con mi nueva cámara cara
Mi viaje perfecto también incluiría mi madre, mi novio, y mis amigos *FIRST_NAME* y *FIRST_NAME*	Mi viaje perfecto también incluiría a mi madre, mi novio, y mis amigos *FIRST_NAME* y *FIRST_NAME*
Todos tomaríamos cuadros realmente hermosos juntos	Todos sacaríamos unas fotos realmente hermosas juntos
Me gustaría tener un armario muy bonito en el viaje	Me gustaría tener una maleta muy bonita en el viaje
Me gustaría usar un vestido todos los días y coincidir con todos mis amigos para los picttures que tomaríamos	Me gustaría llevar un vestido todos los días e ir con todos mis amigos para sacar fotos
También me gustaría comer increíblemente deliciosa comida mientras en España	También me gustaría comer comida increíblemente deliciosa mientras en España
Visitar los restaurantes elegantes y caros es algo que quiero hacer	Visitar los restaurantes elegantes y caros es algo que quiero hacer
Mi mamá vendría conmigo porque mi mamá es mi mejor amiga	Mi mamá vendría conmigo porque mi mamá es mi mejor amiga
Me encantaría viajar con ella y experimentar nuevos lugares increíbles	Me encantaría viajar con ella y ver nuevos lugares increíbles
Mientras que en españa, me gustaría ver cualquier muestra que tienen allí	Mientras en España, me gustaría ver cualquier espectáculo que tienen allí
Me gustaría escuchar a los músicos tocar la guitarra en las calles y escuchar a las bandas tocar en los restaurantes	Me gustaría escuchar a los músicos tocar la guitarra en las calles y escuchar a las bandas tocar en los restaurantes
Relajarse en una piscina en España también suena muy bien	Relajarme en una piscina en España también suena muy bien
Me gustaría poner a la piscina y beber alcohol porque sería legal para mí para beber allí	Me gustaría meterme en la piscina y beber alcohol porque para mí sería legal beber allí
Mis amigos y yo iríamos a los clubes nocturnos por la noche y la fiesta hasta el amanecer	Mis amigos y yo iríamos a los clubes nocturnos por la noche y haríamos la fiesta hasta el amanecer
Entonces mi madre estaría esperando en el hotel para cuidar de nosotros y me puso a la cama	Entonces mi madre estaría esperando en el hotel para cuidar de nosotros y ponerme a la cama
Yo y mi novio tomar fotos muy románticas juntos en frente de famosos lugares hermosos	Mi novio y yo tomaríamos fotos muy románticas juntos en frente de famosos lugares hermosos
También iríamos en fechas realmente románticas en cada lugar	También iríamos de citas realmente románticas en cada lugar
Nos gustaría salir a cenar juntos y sería muy elegante y delisious	Nos gustaría salir a cenar juntos y sería muy elegante y delicioso
Yo y mis amigos joel y paola visitaría famosos museos de moda y ver desfiles mientras allí	Yo con mis amigos joel y paola visitaríamos famosos museos de moda y veríamos desfiles mientras allí
Ir a España es mis vacaciones de ensueño.	Mis vacaciones ideales son un viaje a España.
Mi vacación perfecta incluye a mis amigos y amigas, o a mi familia	Mis vacaciones perfectas incluyen a mis amigos y amigas, o a mi familia
Yo quisiera poder hacer cosas divertidas con las personas que están mas allegadas a mi, aunque unas vacaciones con los partidos no suena como una buena idea	Yo quisiera poder hacer cosas divertidas con las personas que son más cercanas, aunque unas vacaciones con los parientes no parecen una buena idea
Con mi familia me gustaría ir a un lugar cerca de la playa porque me gusta mucho nadar en el océano y jugar con la arena	Con mi familia me gustaría ir a un lugar cerca de la playa porque me gusta mucho nadar en el océano y jugar con la arena
A mis hermanitas también les gusta nadar en la arena aunque no tanto nadar porque tienen miedo que se las valla a comer un tiburón	A mis hermanitas también les gusta nadar en la arena aunque no tanto nadar porque tienen miedo que se las vaya a comer un tiburón
No creo que podría divertirme con mis amigos y amigas si el resto de mi familia estuviera presente porque tendría que cuidar que no se lastimen mis hermanitas chiquitas	Creo que no podría divertirme con mis amigos y amigas si el resto de mi familia estuviera presente porque tendría que cuidar que no se lastimaran mis hermanitas chiquitas
Lo que si les gusta hacer es enterrarse en la arena, pretendiendo que son sirenas, haciéndome dibujar diseños en sus “colas de sirenas.” Con mis amigos querría ir en un crucero a Alaska o otro continente en	Lo que si les gusta hacer es enterrarse en la arena, fingiendo que son sirenas, haciéndome dibujar diseños en sus “colas de sirenas.” Con mis amigos querría ir en un crucero a Alaska o a otro continente
No creo que podría ir con mi familia porque seria muy frio, y se podría aventar al agua si nos descuidamos	Creo que no podría ir con mi familia porque haría mucho frío, y uno se podría caer al agua si no tiene cuidado
Los cruceros paran en varios lugares en ruta a la destinación final del paseo	Los cruceros paran en varios lugares en ruta al destino final del paseo
Estas serian unas buenas oportunidades para ver diferente partes del mundo, aunque solamente por un poco de tiempo	Estas serían unas buenas oportunidades para ver diferentes partes del mundo, aunque solamente por un poco de tiempo
También tendríamos la oportunidad de ver las luces del norte que solamente se pueden ver en el polo	También tendríamos la oportunidad de ver las luces del norte que solamente se pueden ver en el polo norte
La única desventaja de el paseo es que me engordaría porque comería mucho de los bufets del barco durante el paseo.	La única desventaja del paseo es que me engordaría porque comería mucho en los bufets del barco durante el paseo.
Un viaje a Corea será las vacaciones perfectas para mí	Un viaje a Corea será las vacaciones perfectas para mí
Voy a dejar los Estados Unidos en junio durante el verano	Voy a dejar los Estados Unidos en junio durante el verano
Lo primero que haré en Corea es comprobar en mi hotel en Seúl	Lo primero que haré en Corea es ir a mi hotel en Seúl
Luego me pasearé por las calles de Gangnam	Luego me pasearé por las calles de Gangnam
Iré a las tiendas y compraré recuerdos	Iré a las tiendas y compraré recuerdos
Les daré a mi familia y amigos en los Estados Unidos	Se los daré a mi familia y amigos en los Estados Unidos
También compraré ropa y zapatos para mí	También compraré ropa y zapatos para mí
Después, iré a un restaurante y comer muchos barbacoa	Después, iré a un restaurante y comeré mucha barbacoa
beberé soju con mis amigos	Beberé soju con mis amigos
Yo voy a viajar a los lugares de interés y sacar fotos	Yo voy a viajar a los lugares de interés y sacar fotos
Si tengo novio, haré que me saca fotos	Si tengo novio, haré que me saque fotos
Después, visitaré un café para los gatos porque me encantan los gatos y el café	Después, visitaré un café para los gatos porque me encantan los gatos y el café
Después, iré a un concierto con mis amigos para ver nuestras bandas favoritas	Después, iré a un concierto con mis amigos para ver nuestras bandas favoritas
Me encantan muchas bandas coreanas, incluyendo Girl’s Generation y Epik High	Me encantan muchas bandas coreanas, incluyendo Girl’s Generation y Epik High
Particularmente, me encanta el rapero Tablo	En particular me encanta el rapero Tablo
También yo quiero visitar el campo de Corea	También yo quiero visitar los campos de Corea
Yo quiero ver las vidas de las personas que no viven en la ciudad	Yo quiero ver cómo son las vidas de las personas que no viven en la ciudad
Yo saco muchas fotos, también	Yo saco muchas fotos, también
Volveré al hotel y descansaré después de ese viaje	Volveré al hotel y descansaré después de ese viaje
Después de una semana, continuaré haciendo compras	Después de una semana, continuaré haciendo compras
Después de una semana, continuaré comprando recuerdos	Después de una semana, continuaré comprando recuerdos
Cuando haya comprado lo suficiente, iré a un spa y me relajaré	Cuando haya comprado lo suficiente, iré a un spa y me relajaré
Si tengo novio, nosotros iremos a la Torre Namsan y colocaremos una cerradura en la parte superior de la torre	Si tengo novio, nosotros iremos a la Torre Namsan y colocaremos una cerradura en la parte superior de la torre
Luego comeremos en un elegante restaurante con una bonita vista del horizonte	Luego comeremos en un restaurante elegante con una bonita vista del horizonte
Por último, en el último día en Seoul, iré al Museo Nacional de Corea para ver el arte y entender la historia de Corea.	Por último, en el último día en Seúl, iré al Museo Nacional de Corea para ver el arte y entender la historia de Corea.
A mi me gusta la playa, entonces voy a la playa todas las vacaciones	A mí me gusta la playa, entonces voy a la playa todas las vacaciones
Me gusta viajar en carro y tren	Me gusta viajar en carro y tren
No me gusta la avión por que paso mucho tiempo en aeropuerto si viajo en avión	No me gusta el avión porque paso mucho tiempo en aeropuertos si viajo en avión
Puedo ver a los escenarios cuando en los carros y trenes	Puedo ver los escenarios cuando voy en carro o en tren
A mi me gusta viajar con mis amigos	A mí me gusta viajar con mis amigos
No me gusta viajar solamente por que viajar es una cosa con mucha feliz y debo compartir con amigos	No me gusta viajar solo porque viajar es una cosa con mucha felicidad y debo compartirlo con amigos
A mi me gusta vivir en casas	A mí me gusta vivir en casas
No me gusta vivir en el hotel por que vivir en casa es como viajar pero vivir en el hotel es como el negocios	No me gusta quedarme en el hotel porque vivir en casa es como viajar pero vivir en el hotel es como los negocios
Éste es mi plan sobre la vacación	Éste es mi plan para las vacaciones
Yo salir de mi casa en tren por que vivir en Davis, un ciudad muy pequeña	Yo salgo de mi casa en tren porque vivo en Davis, una ciudad muy pequeña
Yo tengo una cámara y yo puedo tocar fotos cuando viajar	Yo tengo una cámara y yo puedo sacar fotos cuando viajo
Yo llego la ciudad San Francisco en dos horas	Yo llego a la ciudad de San Francisco en dos horas
La ciudad tiene la playa	La ciudad tiene una playa
Después de llegar, yo le llamo a mis amigos en Bay Area	Después de llegar, yo llamo a mis amigos en el área de la bahía
Nosotros van a comer la cena o beber bebidas	Nosotros vamos a cenar o beber bebidas
Nosotros tomamos el sol todos los días	Nosotros tomamos el sol todos los días
Por la noche, cuando no hace el sol, nosotros vamos a ver la película, cenamos en una café ye volvemos la casa de un amigo	Por la noche, cuando no hace sol, nosotros vamos a ver una película, cenamos en un café y volvemos a la casa de un amigo
Nosotros platicamos antes de dormirnos	Nosotros platicamos antes de dormirnos
Por la mañana, nosotros podemos levantarnos a las 10	Por la mañana, nosotros podemos levantarnos a las 10
Yo no puedo levantarme muy tarde como eso cuando trabajar	Yo no puedo levantarme muy tarde cuando tengo que trabajar
Cocinamos el desayuno juntos	Cocinamos el desayuno juntos
Después de desayuno, nosotros vamos a jugar al deporte, por ejemplo basquetbol, fútbol o vóleibol, en la playa.	Después del desayuno, nosotros vamos a jugar a un deporte, por ejemplo basquetbol, fútbol o vóleibol, en la playa.
¡Hola! Me llamo *FIRST_NAME* y soy china	¡Hola! Me llamo *FIRST_NAME* y soy china
Vivo en *CITY*, *STATE* y estudio en *UNIVERSITY*	Vivo en *CITY*, *STATE* y estudio en *UNIVERSITY*
Me gusta juego con mis amigos pero me gusta duermo en mi casa tamiben	Me gusta jugar con mis amigos pero me gusta dormir en mi casa también
Durante mi fin de semana, yo y mis amigos comemos en un restaurante de China o ir a una fiesta con mis amigos por la noche	Durante mi fin de semana, mis amigos y yo comemos en un restaurante chino o vamos a una fiesta con mis amigos por la noche
Los sábados, me gusta desperté tarde y como desayuno a las nueve y media	Los sábados, me gusta despertarme tarde y desayunar a las nueve y media
Soy muy relajada y contenta	Estoy muy relajada y contenta
Después de despertar, yo estudio biología y animal ciencia para dos horas	Después de despertarme, yo estudio biología y animal ciencia por dos horas
Soy muy cansada	Estoy muy cansada
Me gusta ir de compras con mis amigas los sábado de la tarde	Me gusta ir de compras con mis amigas los sábados por la tarde
Vamos el centro comercial de Universidad y comemos en aquí	Vamos al centro comercial de la universidad y comemos allí
Me encantar los sábados mucho porque tengo todo el día con mis amigos	Me encantan los sábados mucho porque tengo todo el día con mis amigos
Soy invertida y extrovertida	Soy invertida y extrovertida
Me prefiere excursionismo que quedarse en el interior	Prefiero hacer excursiones a quedarme en el interior
Yo me baño todas las mañanas y me gusta maquillaje los domingos con mis amigos	Yo me baño todas las mañanas y me gusta maquillarme los domingos con mis amigos
A veces, me gusta hablo por teléfono con mi familia, mi padres y mi hermano	A veces, me gusta hablar por teléfono con mi familia, mis padres y mi hermano
Pero, recientemente, yo tengo los exámenes la próxima semana	Pero yo tengo exámenes la semana que viene
Yo tengo que estudia mucho para el fínale	Yo tengo que estudiar mucho para los exámenes finales
Yo también juego con mi gata para relajarse.	Yo también juego con mi gata para relajarme.
Para la vacaciona perfecta, iría a Costa Rica	Para las vacaciones perfectas, iría a Costa Rica
Primero, quería explorar las playas hermosas	Primero, querría explorar las playas hermosas
En Costa Rica, hay playas con arena blanca y el agua es como la temperatura de una bañera	En Costa Rica, hay playas con arena blanca y el agua es como la temperatura de una bañera
Me encantaría nadar en el océano con los tortugas y delfines	Me encantaría nadar en el océano con las tortugas y delfines
Después, comería en un restaurante típico de Costa Rica y compraría Casado	Después, comería en un restaurante típico de Costa Rica
Yo he querido comer Casado para todo mi vida	Yo he querido comer allí toda mi vida
Después, buscaría para una fiesta en la playa con música y bebidos y yo bailaría	Después, buscaría una fiesta en la playa con música y bebidos y yo bailaría
En el próximo dia, iría en las montañas de Costa Rica	El próximo día, iría en las montañas de Costa Rica
He oído que los montanas en Costa Rica son hermosas con muchas flores, plantas, árboles, y animales	He oído que las montanas en Costa Rica son hermosas con muchas flores, plantas, árboles, y animales
También, las montañas son volcanes, y quería escalar un volcán	También, las montañas son volcanes, y querría escalar un volcán
Creo que estaría muy cansada después de subir todas las montañas en Costa Rica, así que relajaría para dos o tres días	Creo que estaría muy cansada después de subir todas las montañas en Costa Rica, así que me relajaría por dos o tres días
Buscaría para conchas en la playa, bebida bebidas frías, y haría amigos que son de Costa Rica	Buscaría conchas en la playa, bebería bebidas frías, y encontraría amigos de Costa Rica
Este es muy importante porque si tuviera amigos en Costa Rica, me invitaron a volver	Esto es muy importante porque si tuviera amigos en Costa Rica, me invitarían a volver
También, compraría un barco de vela para un día	También, compraría un barco de vela para un día
Saliría Costa Rica en mi barco y explorar las islas en el Caribe	Me iría de Costa Rica en mi barco y exploraría las islas en el Caribe
Vería pez, tortugas, y delfines, pero, si vea un tiburón grande, gritaba muy fuerte porque no me gustan los tiburones	Vería peces, tortugas, y delfines, pero, si viera un tiburón grande, gritaría muy fuerte porque no me gustan los tiburones
En la noche, dormiría en la playa porque el clima de Costa Rica es perfecto y la arena es muy confortable	En la noche, dormiría en la playa porque el clima de Costa Rica es perfecto y la arena es muy cómoda
Cada día, nadaría en la mañana antes de la desayuno y después jugaría fútbol en la playa con mis amigos nuevos	Cada día, nadaría en la mañana antes del desayuno y después jugaría fútbol en la playa con mis amigos nuevos
Para mi, la vacaciona perfecta es en la playa de Costa Rica, con fútbol, comida, arena, y las montañas para explorar.	Para mí, las vacaciones perfectas son en la playa de Costa Rica, con fútbol, comida, arena, y las montañas para explorar.
Espero que viaje Londres	Espero viajar a Londres
Yo vivo en mi dormitorio, pero mi sueño es viajar	Yo vivo en mi dormitorio, pero mi sueño es viajar
Londres está lejos de los Estados Unidos y cerca de Europa	Londres está lejos de los Estados Unidos y cerca de Europa
Me gusta que hablen inglés	Me gusta que hablen inglés
Después de graduarme de la universidad quiero vaya allí	Después de graduarme de la universidad quiero ir allí
Viajar en avión es muy caro	Viajar en avión es muy caro
Voy a viajar en barco	Voy a viajar en barco
Es bueno que vaya en barco porque tengo miedo de las alturas	Es bueno que vaya en barco porque tengo miedo de las alturas
Quiero comprar muchas cosas	Quiero comprar muchas cosas
También quiero un par de zapatos a medida	También quiero un par de zapatos
Me gustan las cosas buenas, pero no tengo dinero	Me gustan las cosas buenas, pero no tengo dinero
¡Es terrible! El dinero es muy importante	¡Es terrible! El dinero es muy importante
Si tuviera dinero, entonces tendría una buena vida	Si tuviera dinero, entonces tendría una buena vida
Londres tiene muchas personas famosas	Londres tiene muchas personas famosas
La persona más famosa es la reina	La persona más famosa es la reina
La reina Elizabeth es vieja y rica	La reina Elizabeth es vieja y rica
Su palacio es una atracción turística importante	Su palacio es una atracción turística importante
Es ridículo tener un palacio	Es ridículo tener un palacio
No creo se ponen los sombreros de piel	No creo que lleven sombreros de piel
Después voy a ir a ver Big Ben	Después voy a ir a ver Big Ben
Es una campana grande dentro de una torre del reloj	Es una campana grande dentro de una torre de reloj
El clima es muy malo en Londres	El clima es muy malo en Londres
Siempre está lluvioso y nublado	Siempre está lloviendo y nublado
Londres no tiene playas	Londres no tiene playas
Londres tiene el Thames, pero no se puede nadar	Londres tiene el Thames, pero no se puede nadar
Londres tiene muchos comidas y bebidas	Londres tiene muchas comidas y bebidas
Primero, quiero comiere un desayuno inglés con té	Primero, quiero comer un desayuno inglés con té
Después, quiero comiere el pescado frito con papas fritas con Guinness	Después, quiero comer el pescado frito con papas fritas con Guinness
Finalmente, quiero comiere un asado de domingo con leche chocolatada	Al final, quiero comer un asado de domingo con leche chocolatada
La comida inglesa tiene mucha carne y mantequilla	La comida inglesa tiene mucha carne y mantequilla
¡Es sabroso! Me gusta el té más que el café	¡Es sabroso! Me gusta el té más que el café
Parrillada es mi favorito, pero me gustan muchos alimentos	La parrillada es lo mejor, pero me gustan muchos alimentos
Quiero comiere el pato, la carne de vaca, las codornices, el pollo, el pavo y pastel de carne picada en Londres.	Quiero comer el pato, la carne de vaca, la codorniz, el pollo, el pavo y el pastel de carne picada en Londres.
Si yo fuera en unas vacaciones, mis vacaciones perfectas estarían en Italia, Japón o Australia porque estos lugares son mis lugares favoritos	Si yo fuera de vacaciones, mis vacaciones perfectas estarían en Italia, Japón o Australia porque estos lugares son mis lugares favoritos
Yo prefiero que viajo en algún lugar con océanos y buen tiempo	Yo prefiero viajar a algún lugar con océanos y buen tiempo
Yo quiero unas vacaciones muy relajante	Yo quiero unas vacaciones muy relajantes
A mi novio y mi nos encanta viajar y querríamos viajar más después de la graduación	A mi novio y a mí nos encanta viajar y querríamos viajar más después de la graduación
Yo prefiero que nosotros viajemos en el otoño o la primavera	Yo prefiero que nosotros viajemos en el otoño o la primavera
Nosotros tendríamos que ahorrar dinero para que nosotros podamos viajar cómodamente	Nosotros tendríamos que ahorrar dinero para que nosotros podamos viajar cómodamente
En cualquiera de estos lugares, nosotros alojaríamos por un largo tiempo	En cualquiera de estos lugares, nosotros nos alojaríamos por un largo tiempo
Nosotros reservaríamos un buen hotel antes de salir los Estados Unidos	Nosotros reservaríamos un buen hotel antes de salir de los Estados Unidos
El hotel tendría los amenities muy buenos y el personal recomedaría los mejores lugares para nosotros	El hotel tendría servicios muy buenos y el personal recomendaría los mejores lugares para nosotros
Nosotros volaríamos por el avión	Nosotros volaríamos por avión
Nosotros iríamos muchos lugares como la playa, los museos y los restaurantes	Nosotros iríamos a muchos lugares como la playa, los museos y los restaurantes
A mí me gusta la playa y yo tomaría el sol, nadaría en el océano y jugaría el voleibol de playa con mi novio	A mí me gusta la playa y yo tomaría el sol, nadaría en el océano y jugaría el voleibol de playa con mi novio
A nosotros nos encanta probar la nueva comida y iríamos a todos lugares donde podríamos ir para comer	A nosotros nos encanta probar la nueva comida e iríamos a todos los lugares donde podríamos ir para comer
Nosotros compraríamos regalos para nos amigos y familias también.	Nosotros compraríamos regalos para nuestros amigos y nuestras familias también.
Mis vacaciones perfecto es un viajar con mis familia a Méjico	Mis vacaciones perfectas es un viaje con mi familia a Méjico
Despues de tomo el clase de español uno y dos en *CITY*, he aprendido mucho sobre el idioma y la cultura	Después de tomar la clase de español uno y dos en *CITY*, he aprendido mucho sobre el idioma y la cultura
Hoy, me gusta la cultura mexicana, es por eso, quiero ir a Méjico	Hoy, me gusta la cultura mexicana y es por eso que quiero ir a Méjico
Tengo muchos amigos mexicanos; pueden decir cual lugares van con mi familia y qué cosas hay que hacer	Tengo muchos amigos mexicanos; pueden decir a qué lugares ir con mi familia y qué cosas hay que hacer
También, algunos de mis cantantes favoritos son de Méjico: Thalía, Luis Miguel, Cristian Castro, y Lucero	También, algunos de mis cantantes favoritos son de Méjico: Thalía, Luis Miguel, Cristian Castro, y Lucero
Vamos a viajar por un avión a el Aeropuerto Internacional de Guadalajara	Vamos a viajar en avión al Aeropuerto Internacional de Guadalajara
Nos quedaríamos en la Hotel Casa Grande Aeropuerto	Nos quedaríamos en el Hotel Casa Grande Aeropuerto
Lo primero que haríamos es comemos enchiladas, tamales, y poc chuc con horchata	Lo primero que haríamos es comer enchiladas, tamales, y poc chuc con horchata
Después montaríamos en bicicleta alrededor la cuidad Guadalajara	Después, montaríamos en bicicleta por la cuidad de Guadalajara
La ciudad es muy bonita	La ciudad es muy bonita
Por la noche, las luces de la ciudad se ven hermosas	Por la noche, las luces de la ciudad se ven hermosas
Iríamos al Zoológico de Guadalajara y veremos elefantes, monos y serpientes	Iríamos al Zoológico de Guadalajara y veríamos elefantes, monos y serpientes
Mis hermanos *FIRST_NAME* y *FIRST_NAME* les gustan animales	A mis hermanos *FIRST_NAME* y *FIRST_NAME* les gustan animales
*FIRST_NAME* es un veterinario y *FIRST_NAME* es estudia la ciencia de animales en *CITY*	*FIRST_NAME* es veterinario y *FIRST_NAME* estudia la ciencia de animales en *CITY*
Después, iremos a la Catedral de Guadalajara	Después, iríamos a la Catedral de Guadalajara
La catedral es para los católicos romanos	La catedral es para los católicos romanos
Es muy alto y es marrón, anaranjado, y rojo	Es muy alta y es de color marrón, anaranjado, y rojo
Fue construido en mil mil cinco cientos cuarenta y un	Fue construida en mil quinientos cuarenta y uno
Mi madre quiere ir porque ama todo tipo de arte: pinturas, edificios y esculturas	Mi madre quiere ir porque ama todo tipo de arte: pinturas, edificios y esculturas
Finalmente, iremos a el parque de atracciones, Selva Mágica	Finalmente, iríamos al parque de atracciones, Selva Mágica
Cuando viajamos a cualquier país, debemos ir a parque de atracciones	Cuando viajamos a cualquier país, debemos ir a un parque de atracciones
Mis vacaciones perfectas es una donde puedo pasar tiempo con mi familia y hacer lo que quieran.	Mis vacaciones perfectas son cuando puedo pasar tiempo con mi familia y hacer lo que quieran.
La vacación muy perfecta es con mi familia y viajamos a India por dos meses	Las vacaciones perfectas son con mi familia y viajamos a India por dos meses
Primero en India, tengo familia del lado mi madre y del lado mi padre, pero no hablo con ellos frecuentemente cuando estoy en Los Estados Unidos de America	Primero en India, tengo familia de lado de mi madre y de lado de mi padre, pero no hablo con ellos frecuentemente cuando estoy en Estados Unidos
Así que en está vacación, mi familia y yo visitamos las personas de nuestra familia y hablamos por muchas horas	Así que en estas vacaciones, mi familia y yo visitamos a las personas de nuestra familia y hablamos por muchas horas
Después de visitar las familias, mi hermana y yo vamos a la ciudad para comprar muchas cosas	Después de visitar a las familias, mi hermana y yo vamos a la ciudad para comprar muchas cosas
Hay muchas supermercados aire libre allí en India y podemos tratar nuevas cosas	Hay muchos mercados al aire libre allí en India y podemos probar nuevas cosas
Por ejemplo, me gusta tratar comida deliciosa como samosas y kulfi (helado de India)	Por ejemplo, me gusta probar comida deliciosa como samosas y kulfi (helado de India)
La comida de India es muy caliente y bebo mucho agua cuando yo visito India! También el tiempo hace mucho calor entonces bebo más agua	¡La comida de India es muy picante y bebo mucha agua cuando yo visito India! También hace mucho calor entonces bebo más agua
